"","results_7..2..","results_7..3.."
"1",0.00333333333333333,"0"
"2",0,"0"
"3",0,"0"
"4",0.00222222222222222,"0"
"5",0,"0"
"6",0.00333333333333333,"0"
"7",0,"0"
"8",0,"0"
"9",0.00333333333333333,"0"
"10",0.00333333333333333,"0"
"11",0.0122222222222222,"0"
"12",0.0144444444444444,"0"
"13",0,"0"
"14",0.00333333333333333,"0"
"15",0.0288888888888889,"0"
"16",0,"0"
"17",0.00222222222222222,"0"
"18",0,"0"
"19",0.00333333333333333,"0"
"20",0.00111111111111111,"0"
"21",0.00888888888888889,"0"
"22",0.00333333333333333,"0"
"23",0.0177777777777778,"0"
"24",0.0144444444444444,"0"
"25",0.00777777777777778,"0"
"26",0.00555555555555556,"0"
"27",0,"0"
"28",0.00888888888888889,"0"
"29",0.00888888888888889,"0"
"30",0.0411111111111111,"0"
"31",0,"0"
"32",0,"0"
"33",0,"0"
"34",0,"0"
"35",0,"0"
"36",0,"0"
"37",0,"0"
"38",0,"0"
"39",0,"0"
"40",0.00222222222222222,"0"
"41",0,"0"
"42",0.00111111111111111,"0"
"43",0.0177777777777778,"0"
"44",0.0344444444444444,"0"
"45",0.0133333333333333,"0"
"46",0.0277777777777778,"0"
"47",0.152222222222222,"0"
"48",0.162222222222222,"0"
"49",0.00111111111111111,"0"
"50",0,"0"
"51",0,"0"
"52",0.00333333333333333,"0"
"53",0.00222222222222222,"0"
"54",0.00222222222222222,"0"
"55",0,"0"
"56",0.00333333333333333,"0"
"57",0.00333333333333333,"0"
"58",0.00555555555555556,"0"
"59",0.0677777777777778,"0"
"60",0.0466666666666667,"0"
"61",0.0366666666666667,"0"
"62",0.00222222222222222,"0"
"63",0.0966666666666667,"0"
"64",0.04,"0"
"65",0.00333333333333333,"0"
"66",0,"0"
"67",0,"0"
"68",0,"0"
"69",0,"0"
"70",0.00222222222222222,"0"
"71",0,"0"
"72",0,"0"
"73",0,"0"
"74",0.00222222222222222,"0"
"75",0,"0"
"76",0,"0"
"77",0.00222222222222222,"0"
"78",0.00111111111111111,"0"
"79",0.00111111111111111,"0"
"80",0,"0"
"81",0.0133333333333333,"0"
"82",0.00111111111111111,"0"
"83",0,"0"
"84",0,"0"
"85",0.0977777777777778,"0"
"86",0,"0"
"87",0,"0"
"88",0,"0"
"89",0,"0"
"90",0.0133333333333333,"0"
"91",0.00222222222222222,"0"
"92",0,"0"
"93",0,"0"
"94",0,"0"
"95",0.00111111111111111,"0"
"96",0.01,"0"
"97",0.105555555555556,"0"
"98",0,"0"
"99",0,"0"
"100",0.0622222222222222,"0"
"101",0.00444444444444444,"0"
"102",0.00222222222222222,"0"
"103",0,"0"
"104",0.0122222222222222,"0"
"105",0.00111111111111111,"0"
"106",0.00222222222222222,"0"
"107",0.00111111111111111,"0"
"108",0,"0"
"109",0.00111111111111111,"0"
"110",0.0522222222222222,"0"
"111",0,"0"
"112",0.00666666666666667,"0"
"113",0.00444444444444444,"0"
"114",0.0655555555555556,"0"
"115",0,"0"
"116",0.0155555555555556,"0"
"117",0.00111111111111111,"0"
"118",0.00444444444444444,"0"
"119",0,"0"
"120",0,"0"
"121",0.00111111111111111,"0"
"122",0,"0"
"123",0.00111111111111111,"0"
"124",0,"0"
"125",0.00111111111111111,"0"
"126",0.00111111111111111,"0"
"127",0.00111111111111111,"0"
"128",0,"0"
"129",0,"0"
"130",0.0155555555555556,"0"
"131",0.00222222222222222,"0"
"132",0.00333333333333333,"0"
"133",0,"0"
"134",0,"0"
"135",0.00111111111111111,"0"
"136",0,"0"
"137",0,"0"
"138",0,"0"
"139",0,"0"
"140",0.00222222222222222,"0"
"141",0,"0"
"142",0.00666666666666667,"0"
"143",0,"0"
"144",0,"0"
"145",0,"0"
"146",0,"0"
"147",0,"0"
"148",0,"0"
"149",0.00111111111111111,"0"
"150",0.00111111111111111,"0"
"151",0.00555555555555556,"0"
"152",0,"0"
"153",0,"0"
"154",0.01,"0"
"155",0.0644444444444444,"0"
"156",0.0244444444444444,"0"
"157",0.00222222222222222,"0"
"158",0,"0"
"159",0.00888888888888889,"0"
"160",0.0111111111111111,"0"
"161",0.0333333333333333,"0"
"162",0.0155555555555556,"0"
"163",0.0166666666666667,"0"
"164",0.01,"0"
"165",0,"0"
"166",0,"0"
"167",0,"0"
"168",0,"0"
"169",0,"0"
"170",0,"0"
"171",0.00111111111111111,"0"
"172",0.00222222222222222,"0"
"173",0.00222222222222222,"0"
"174",0.00333333333333333,"0"
"175",0,"0"
"176",0.00222222222222222,"0"
"177",0.0266666666666667,"0"
"178",0.125555555555556,"0"
"179",0,"0"
"180",0.00444444444444444,"0"
"181",0.00333333333333333,"0"
"182",0.00111111111111111,"0"
"183",0,"0"
"184",0.00111111111111111,"0"
"185",0.0122222222222222,"0"
"186",0,"0"
"187",0.00111111111111111,"0"
"188",0.00333333333333333,"0"
"189",0,"0"
"190",0.00111111111111111,"0"
"191",0,"0"
"192",0,"0"
"193",0,"0"
"194",0,"0"
"195",0,"0"
"196",0.00444444444444444,"0"
"197",0.00555555555555556,"0"
"198",0,"0"
"199",0,"0"
"200",0.0144444444444444,"0"
"201",0.00222222222222222,"0"
"202",0,"0"
"203",0.00222222222222222,"0"
"204",0.0633333333333333,"0"
"205",0,"0"
"206",0.01,"0"
"207",0,"0"
"208",0,"0"
"209",0,"0"
"210",0,"0"
"211",0,"0"
"212",0.0977777777777778,"0"
"213",0.00888888888888889,"0"
"214",0,"0"
"215",0,"0"
"216",0.00111111111111111,"0"
"217",0.00555555555555556,"0"
"218",0,"0"
"219",0,"0"
"220",0.00333333333333333,"0"
"221",0.00111111111111111,"0"
"222",0.00333333333333333,"0"
"223",0.00222222222222222,"0"
"224",0,"0"
"225",0,"0"
"226",0,"0"
"227",0.00222222222222222,"0"
"228",0,"0"
"229",0,"0"
"230",0,"0"
"231",0,"0"
"232",0.00333333333333333,"0"
"233",0.00666666666666667,"0"
"234",0.0111111111111111,"0"
"235",0.0577777777777778,"0"
"236",0.00666666666666667,"0"
"237",0,"0"
"238",0.00111111111111111,"0"
"239",0,"0"
"240",0,"0"
"241",0.00444444444444444,"0"
"242",0.0144444444444444,"0"
"243",0,"0"
"244",0.00222222222222222,"0"
"245",0.00111111111111111,"0"
"246",0,"0"
"247",0,"0"
"248",0.00333333333333333,"0"
"249",0.00111111111111111,"0"
"250",0,"0"
"251",0,"0"
"252",0.00111111111111111,"0"
"253",0.00444444444444444,"0"
"254",0.00333333333333333,"0"
"255",0.00222222222222222,"0"
"256",0,"0"
"257",0,"0"
"258",0,"0"
"259",0,"0"
"260",0,"0"
"261",0.00222222222222222,"0"
"262",0.0577777777777778,"0"
"263",0,"0"
"264",0,"0"
"265",0,"0"
"266",0,"0"
"267",0.00222222222222222,"0"
"268",0.00111111111111111,"0"
"269",0,"0"
"270",0.00111111111111111,"0"
"271",0.00333333333333333,"0"
"272",0.00222222222222222,"0"
"273",0.0111111111111111,"0"
"274",0,"0"
"275",0,"0"
"276",0,"0"
"277",0.00222222222222222,"0"
"278",0,"0"
"279",0.00333333333333333,"0"
"280",0.0688888888888889,"0"
"281",0.0111111111111111,"0"
"282",0.00555555555555556,"0"
"283",0,"0"
"284",0,"0"
"285",0,"0"
"286",0.00111111111111111,"0"
"287",0,"0"
"288",0.00111111111111111,"0"
